Pdose,Ndose,energy,model,Vd,Voltage,Current
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,60,Constant,-1,-0.566935531,-0.00000000000000000026
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,60,Constant,-1,-0.466935531,-0.00000000000000000023
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,60,Constant,-1,-0.366935531,-0.00000000000000000021
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,60,Constant,-1,-0.266935531,-0.00000000000000000019
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,60,Constant,-1,-0.166935531,-0.00000000000000000018
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,60,Constant,-1,-0.066935531,-0.00000000000000000014
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,60,Constant,-1,0.033064469,0.00000000000000000042
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,60,Constant,-1,0.133064469,0.00000000000000002668
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,60,Constant,-1,0.233064469,0.00000000000000124241
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,60,Constant,-1,0.333064469,0.00000000000005779395
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,60,Constant,-1,0.339314469,0.00000000000007345532
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,60,Constant,-1,0.345564469,0.00000000000009339102
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,60,Constant,-1,0.348793636,0.00000000000010573095
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,60,Constant,-1,0.353637386,0.00000000000012735031
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,60,Constant,-1,0.360418636,0.00000000000016525109
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-1,-0.00002926498362910000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.98,-0.00002920675086250000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.950666667,-0.00002911790404400000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.907644444,-0.00002897907824720000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.844545185,-0.00002875216885000000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.751999605,-0.00002834571332020000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.651999605,-0.00002775755012220000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.551999605,-0.00002695345433730000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.451999605,-0.00002585033708000000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.351999605,-0.00002430146186170000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.251999605,-0.00002202549161390000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.151999605,-0.00001838746504790000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.051999605,-0.00001054042427530000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.048000395,0.00001912213407900000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.148000395,0.00006966898288470000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.248000395,0.00011796861657800000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.348000395,0.00015944999726300000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.448000395,0.00019541124093200000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.548000395,0.00022792202987600000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.648000395,0.00025827813797600000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.748000395,0.00028722842238000000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.848000395,0.00031521869596800000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.948000395,0.00034252539814400000
100000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,1,0.00035651637868700000
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.05,0.00000000000000181666
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.0595,0.00000000000000270081
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.073433333,0.00000000000000469925
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.093868889,0.00000000000001027031
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.123841037,0.00000000000003144136
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.166801116,0.00000000000015410479
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.214301116,0.00000000000089111055
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.261801116,0.00000000000515517747
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.309301116,0.00000000002982188126
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.356801116,0.00000000017226156774
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.404301116,0.00000000099083886237
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.451801116,0.00000000563524010266
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.499301116,0.00000003099675966800
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.546801116,0.00000015493702634400
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.594301116,0.00000063869348478200
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.641801116,0.00000210440285360000
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.689301116,0.00000581548541202000
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.736801116,0.00001404481404320000
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.784301116,0.00002928941897490000
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.831801116,0.00004985293899210000
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.879301116,0.00006865882373550000
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.926801116,0.00008222395585180000
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,0.974301116,0.00009202586687460000
1000000000000000.00000000000000000000,100000000000000000.00000000000000000000,100,Constant,0.05,1,0.00009640602367400000
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-1,-0.00000000000000000037
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.98,-0.00000000000000000037
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.95,-0.00000000000000000037
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.905,-0.00000000000000000037
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.8375,-0.00000000000000000037
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.7375,-0.00000000000000000037
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.6375,-0.00000000000000000037
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.5375,-0.00000000000000000037
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.4375,-0.00000000000000000037
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.3375,-0.00000000000000000037
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.2375,-0.00000000000000000037
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.1375,-0.00000000000000000038
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.0375,-0.00000000000000000818
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.0625,0.00000000000000000650
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.1625,0.00000000000000011765
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.2625,0.00000000000000968432
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.3625,0.00000000000046263292
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.4625,0.00000000002208755635
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.5625,0.00000000105336219390
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.6625,0.00000005008438156720
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.7625,0.00000232560825194000
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.8625,0.00007494016873390000
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,0.9625,0.00067756686822500000
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,1,0.00114121138153000000
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.05,0.00000000000000001706
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.0595,0.00000000000000002588
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.07375,0.00000000000000004692
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.09465,0.00000000000000010855
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.125303333,0.00000000000000036034
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.170261556,0.00000000000000205246
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.217761556,0.00000000000001282620
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.265261556,0.00000000000008007256
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.312761556,0.00000000000049976622
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.360261556,0.00000000000311873066
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.407761556,0.00000000001945754376
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.455261556,0.00000000012135035680
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.502761556,0.00000000075638021336
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.550261556,0.00000000470970626219
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.597761556,0.00000002926199941000
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.645261556,0.00000018065905691200
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.692761556,0.00000108822764867000
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.740261556,0.00000598058761117000
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.787761556,0.00002615284889670000
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.835261556,0.00008383436611990000
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.882761556,0.00020640607639400000
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.930261556,0.00041031546921500000
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,0.977761556,0.00067624315234300000
100000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,100,ChargedReact,0.05,1,0.00080924020396600000
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,-1,-0.00000000000000031273
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,-0.98,-0.00000000000000031065
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,-0.950666667,-0.00000000000000030813
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,-0.907644444,-0.00000000000000030511
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,-0.844545185,-0.00000000000000030094
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,-0.751999605,-0.00000000000000029207
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,-0.651999605,-0.00000000000000027334
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,-0.551999605,-0.00000000000000024016
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,-0.451999605,-0.00000000000000019469
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,-0.351999605,-0.00000000000000014112
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,-0.251999605,-0.00000000000000006512
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,-0.151999605,-0.00000000000000001770
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,-0.051999605,-0.00000000000000000435
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,0.048000395,0.00000000000000001006
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,0.148000395,0.00000000000000029281
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,0.248000395,0.00000000000001015739
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,0.348000395,0.00000000000042868860
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,0.448000395,0.00000000001961695885
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,0.548000395,0.00000000092286475340
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,0.648000395,0.00000004368646036420
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,0.748000395,0.00000192729534323000
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,0.848000395,0.00003615611130970000
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,0.948000395,0.00016891524223200000
100000000000000000.00000000000000000000,1000000000000000.00000000000000000000,30,ChargedReact,-1,1,0.00027530966971700000
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,-1,-0.00000000000000371948
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,-0.98,-0.00000000000000371948
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,-0.950666667,-0.00000000000000371948
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,-0.907644444,-0.00000000000000371948
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,-0.844545185,-0.00000000000000371947
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,-0.751999605,-0.00000000000000371942
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,-0.651999605,-0.00000000000000371897
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,-0.551999605,-0.00000000000000371555
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,-0.451999605,-0.00000000000000368957
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,-0.351999605,-0.00000000000000349097
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,-0.251999605,-0.00000000000000252186
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,-0.151999605,-0.00000000000000080185
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,-0.051999605,-0.00000000000000011207
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,0.048000395,0.00000000000000009539
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,0.148000395,0.00000000000000076098
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,0.248000395,0.00000000000000729784
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,0.298000395,0.00000000000003099679
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,0.369667062,0.00000000000035906689
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,0.469667062,0.00000000001527276340
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,0.569667062,0.00000000071071278534
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,0.669667062,0.00000003359674698470
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,0.769667062,0.00000155773805826000
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,0.869667062,0.00004715192938820000
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,0.969667062,0.00035880798250400000
1000000000000000000.00000000000000000000,1000000000000000.00000000000000000000,75,ChargedReact,-1,1,0.00053517195592000000
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.05,0.00000000000000000066
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.0595,0.00000000000000000100
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.07375,0.00000000000000000181
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.095125,0.00000000000000000427
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.1271875,0.00000000000000001499
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.1742125,0.00000000000000009263
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.2217125,0.00000000000000058044
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.2692125,0.00000000000000363561
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.3167125,0.00000000000002277187
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.3642125,0.00000000000014263964
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.4117125,0.00000000000089351331
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.4592125,0.00000000000559727614
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.5067125,0.00000000003506394901
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.5542125,0.00000000021965611089
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.6017125,0.00000000137595971975
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.6492125,0.00000000861788792882
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.6967125,0.00000005394454900660
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.7442125,0.00000033677934350600
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.7917125,0.00000207439717791000
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.8392125,0.00001206771187410000
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.8867125,0.00005994353947370000
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.9342125,0.00022168936045000000
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,0.9817125,0.00060251837992400000
10000000000000000000.00000000000000000000,100000000000000000.00000000000000000000,45,Constant,0.05,1,0.00083126237668400000
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.05,0.00000000000000000505
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.0595,0.00000000000000000765
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.073433333,0.00000000000000001368
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.093868889,0.00000000000000003108
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.123841037,0.00000000000000010057
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.166801116,0.00000000000000053132
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.214301116,0.00000000000000332880
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.261801116,0.00000000000002083949
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.309301116,0.00000000000013046810
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.356801116,0.00000000000081690595
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.404301116,0.00000000000511537347
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.451801116,0.00000000003203317163
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.499301116,0.00000000020059188158
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.546801116,0.00000000125594675121
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.594301116,0.00000000786042283328
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.641801116,0.00000004911417076740
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.689301116,0.00000030448435124700
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.736801116,0.00000181758272576000
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.784301116,0.00000943128471444000
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.831801116,0.00003663261066920000
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.879301116,0.00010271129502500000
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.926801116,0.00021893845313900000
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,0.974301116,0.00037799577908300000
100000000000000000.00000000000000000000,100000000000000000.00000000000000000000,30,ChargedReact,0.05,1,0.00047491510404800000
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.05,0.00000000000000000216
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.0595,0.00000000000000000328
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.07375,0.00000000000000000595
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.095125,0.00000000000000001406
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.1271875,0.00000000000000004945
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.1746875,0.00000000000000031225
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.2221875,0.00000000000000196139
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.2696875,0.00000000000001230959
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.3171875,0.00000000000007723699
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.3646875,0.00000000000048456142
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.4121875,0.00000000000303952370
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.4359375,0.00000000000761203870
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.4668125,0.00000000002510528735
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.502833333,0.00000000010100329705
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.550333333,0.00000000063301120559
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.597833333,0.00000000396472851145
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.645333333,0.00000002480495479260
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.692833333,0.00000015481865834800
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.740333333,0.00000095921572249200
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.787833333,0.00000576865955079000
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.835333333,0.00003098913543800000
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.882833333,0.00012798227795100000
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.930333333,0.00037748718299700000
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,0.977833333,0.00083480013655600000
1000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,45,ChargedReact,0.05,1,0.00111891865399000000
10000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-1,-0.00000000000000000026
10000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.98,-0.00000000000000000026
10000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.95,-0.00000000000000000026
10000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.905,-0.00000000000000000026
10000000000000000000.00000000000000000000,1000000000000000000.00000000000000000000,60,ChargedReact,-1,-0.8375,-0.00000000000000000026
