Pdose,Ndose,energy,model,Vd,Voltage,Current
100000000000000.00000000000000000000,10000000000000000.00000000000000000000,60,Constant,0.05,0.500300188,0.00000014055969541200
100000000000000.00000000000000000000,10000000000000000.00000000000000000000,60,Constant,0.05,0.547800188,0.00000040060068920300
100000000000000.00000000000000000000,10000000000000000.00000000000000000000,60,Constant,0.05,0.595300188,0.00000104891581325000
100000000000000.00000000000000000000,10000000000000000.00000000000000000000,60,Constant,0.05,0.642800188,0.00000257166527053000
100000000000000.00000000000000000000,10000000000000000.00000000000000000000,60,Constant,0.05,0.690300188,0.00000585153289501000
100000000000000.00000000000000000000,10000000000000000.00000000000000000000,60,Constant,0.05,0.737800188,0.00001157000186330000
100000000000000.00000000000000000000,10000000000000000.00000000000000000000,60,Constant,0.05,0.785300188,0.00001804940616630000
100000000000000.00000000000000000000,10000000000000000.00000000000000000000,60,Constant,0.05,0.832800188,0.00002269181786950000
100000000000000.00000000000000000000,10000000000000000.00000000000000000000,60,Constant,0.05,0.880300188,0.00002563371295960000
100000000000000.00000000000000000000,10000000000000000.00000000000000000000,60,Constant,0.05,0.927800188,0.00002777321693010000
100000000000000.00000000000000000000,10000000000000000.00000000000000000000,60,Constant,0.05,0.975300188,0.00002951626836500000
100000000000000.00000000000000000000,10000000000000000.00000000000000000000,60,Constant,0.05,1,0.00003031710532220000
10000000000000000.00000000000000000000,10000000000000000.00000000000000000000,45,Constant,0.05,0.05,0.00000000000000006159
10000000000000000.00000000000000000000,10000000000000000.00000000000000000000,45,Constant,0.05,0.0595,0.00000000000000009024
10000000000000000.00000000000000000000,10000000000000000.00000000000000000000,45,Constant,0.05,0.073433333,0.00000000000000015464
10000000000000000.00000000000000000000,10000000000000000.00000000000000000000,45,Constant,0.05,0.093868889,0.00000000000000033446
10000000000000000.00000000000000000000,10000000000000000.00000000000000000000,45,Constant,0.05,0.123841037,0.00000000000000103606
10000000000000000.00000000000000000000,10000000000000000.00000000000000000000,45,Constant,0.05,0.167800188,0.00000000000000538795
10000000000000000.00000000000000000000,10000000000000000.00000000000000000000,45,Constant,0.05,0.215300188,0.00000000000003284924
10000000000000000.00000000000000000000,10000000000000000.00000000000000000000,45,Constant,0.05,0.262800188,0.00000000000020233359
10000000000000000.00000000000000000000,10000000000000000.00000000000000000000,45,Constant,0.05,0.310300188,0.00000000000125263241
10000000000000000.00000000000000000000,10000000000000000.00000000000000000000,45,Constant,0.05,0.357800188,0.00000000000777315667
